game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_ToP,Winner
game_2023_385,MOB,SFS,0,3,1.12,2.54,20,18,0.42,SFS
game_2023_118,BOI,SFS,1,1,2.02,0.54,16,2,0.37,SFS
game_2023_72,ALB,SFS,1,3,2.21,2.32,23,12,0.49,SFS
game_2023_19,DES,SFS,2,2,1.42,0.87,20,10,0.49,SFS
game_2023_443,WIC,SFS,2,4,2.07,2.36,5,18,0.45,SFS
game_2023_137,FOR,SFS,1,3,1.11,1.16,9,12,0.55,SFS
game_2023_465,TUC,SFS,1,3,0.83,0.92,3,15,0.34,SFS
game_2023_379,LAR,SFS,3,2,1.43,0.51,27,6,0.62,LAR
game_2023_31,REN,SFS,0,1,1.5,0.83,18,10,0.37,SFS
game_2023_89,MAN,SFS,7,2,3.22,0.33,28,12,0.53,MAN
game_2023_409,OAK,SFS,3,0,0.44,0.34,6,6,0.32,OAK
game_2023_426,EUG,SFS,2,1,1.12,0.89,17,10,0.32,EUG
game_2023_158,BAK,SFS,0,0,1.02,1.06,9,14,0.43,SFS
game_2023_249,FAR,SFS,2,3,1.69,1.64,5,14,0.45,SFS
game_2023_276,ANC,SFS,2,0,1.53,0.48,21,6,0.48,ANC
game_2023_306,SAS,SFS,1,1,1.55,0.64,12,9,0.38,SFS
game_2023_182,SPR,SJU,3,1,2.35,1.17,15,7,0.52,SPR
game_2023_422,TAC,SJU,2,0,2.1,0.36,13,15,0.59,TAC
game_2023_245,TOL,SJU,4,1,2.59,0.73,18,13,0.72,TOL
game_2023_275,BAK,SJU,3,1,2.38,1.49,20,17,0.47,BAK
game_2023_248,DOV,SJU,3,0,1.74,1.06,18,14,0.54,DOV
game_2023_17,LEX,SJU,0,0,0.49,0.28,12,9,0.49,SJU
game_2023_117,CHM,SJU,3,1,1.52,0.32,19,6,0.43,CHM
game_2023_337,LAR,SJU,1,0,1.51,0.49,4,19,0.43,LAR
game_2023_201,MAN,SJU,3,7,1.26,2.03,12,9,0.53,SJU
game_2023_315,DES,SJU,1,1,1.36,0.35,7,4,0.55,SJU
game_2023_347,FAR,SJU,4,1,2.09,0.32,15,10,0.62,FAR
game_2023_378,LRO,SJU,3,0,3.27,0.47,20,15,0.59,LRO
game_2023_144,PRO,SJU,2,0,0.91,0.23,4,6,0.57,PRO
game_2023_450,JAC,SJU,0,0,2.13,0.34,15,6,0.65,SJU
game_2023_43,MOB,SJU,0,1,0.57,1.49,5,9,0.5,SJU
game_2023_408,BOI,SJU,0,0,1.39,0.06,15,13,0.53,SJU
game_2023_384,AUG,SJU,3,0,2.91,0.33,17,5,0.61,AUG
game_2023_329,SJU,SPR,2,3,0.63,2.02,6,18,0.53,SPR
game_2023_121,MAN,SPR,0,0,1.44,1.03,18,11,0.44,SPR
game_2023_173,PRO,SPR,1,2,1.47,0.54,14,5,0.47,SPR
game_2023_110,TOL,SPR,3,1,1.35,0.7,13,15,0.64,TOL
game_2023_300,FOR,SPR,1,0,2.15,0.14,21,13,0.77,FOR
game_2023_193,DES,SPR,1,4,1.12,0.73,8,11,0.61,SPR
game_2023_224,FAR,SPR,4,1,1.5,0.14,6,16,0.53,FAR
game_2023_390,JAC,SPR,5,2,2.45,0.15,12,16,0.66,JAC
game_2023_437,AUG,SPR,2,1,2.01,0.44,21,6,0.56,AUG
game_2023_476,WIC,SPR,1,1,1.73,0.57,13,3,0.56,SPR
game_2023_352,LRO,SPR,1,2,2.53,1.39,11,7,0.72,SPR
game_2023_453,CHM,SPR,2,2,1.73,1.06,18,15,0.68,SPR
game_2023_68,LAR,SPR,0,2,1.17,1.51,16,13,0.66,SPR
game_2023_242,TAC,SPR,7,0,3.01,1.17,20,15,0.63,TAC
game_2023_24,MOB,SPR,1,0,1.42,0.7,15,6,0.67,MOB
game_2023_259,LEX,SPR,0,0,1.4,0.53,14,7,0.45,SPR
game_2023_149,DOV,SPR,4,4,2.74,1.95,20,14,0.6,SPR
game_2023_403,SFS,TAC,2,2,1.86,0.91,15,14,0.6,TAC
game_2023_97,FAR,TAC,3,0,3.07,0.24,26,17,0.52,FAR
game_2023_13,LRO,TAC,1,1,2.17,0.23,13,5,0.44,TAC
game_2023_151,ALB,TAC,1,0,1.66,0.56,17,10,0.41,ALB
game_2023_270,BAK,TAC,3,0,0.31,0.41,12,4,0.53,BAK
game_2023_285,BOI,TAC,2,1,1.6,0.45,6,8,0.56,BOI
game_2023_176,WIC,TAC,1,0,1.46,1.23,11,11,0.63,WIC
game_2023_472,SAS,TAC,1,2,0.71,0.51,19,12,0.42,TAC
game_2023_261,JAC,TAC,2,0,2.06,0.7,19,3,0.64,JAC
game_2023_136,AUG,TAC,2,1,2.51,1.46,19,12,0.53,AUG
game_2023_71,EUG,TAC,0,3,1.52,2.57,15,20,0.48,TAC
game_2023_37,ANC,TAC,3,1,3.05,0.81,17,5,0.44,ANC
game_2023_221,REN,TAC,1,1,1.65,0.4,20,13,0.49,TAC
game_2023_417,TUC,TAC,3,7,2.41,0.7,17,12,0.53,TAC
game_2023_343,FOR,TAC,3,1,2.89,0.9,21,16,0.62,FOR
game_2023_211,OAK,TAC,1,0,2.08,0.37,11,4,0.61,OAK
game_2023_52,MAN,TAC,4,1,1.84,0.09,12,6,0.54,MAN
game_2023_415,DOV,TOL,2,1,0.74,1.77,12,17,0.48,DOV
game_2023_171,FOR,TOL,1,3,2.07,0.99,16,16,0.71,TOL
game_2023_148,MOB,TOL,1,2,2.18,1.17,20,11,0.48,TOL
game_2023_132,JAC,TOL,3,1,0.53,0.63,6,9,0.59,JAC
game_2023_312,SJU,TOL,2,3,1.41,1.43,10,17,0.56,TOL
game_2023_460,PRO,TOL,3,0,3.13,0.61,17,5,0.4,PRO
game_2023_365,DES,TOL,1,2,1.22,1.17,17,5,0.5,TOL
game_2023_48,SFS,TOL,2,1,1.63,1.05,20,10,0.62,SFS
game_2023_22,MAN,TOL,3,1,0.67,1.53,19,18,0.53,MAN
game_2023_340,SPR,TOL,1,2,1.46,0.98,16,12,0.48,TOL
game_2023_284,LRO,TOL,3,0,1.93,0.54,15,9,0.62,LRO
game_2023_58,ALB,TOL,1,2,1.09,1.91,7,15,0.52,TOL
game_2023_265,ANC,TOL,1,0,2.4,0.71,18,9,0.51,ANC
game_2023_197,LAR,TOL,0,0,1.36,0.86,11,6,0.53,TOL
game_2023_92,CHM,TOL,2,1,1.88,0.81,15,8,0.6,CHM
game_2023_212,LEX,TOL,0,3,1.7,0.18,20,6,0.46,TOL
game_2023_457,AUG,TOL,1,0,2.11,0.21,20,9,0.57,AUG
game_2023_399,REN,TUC,2,0,1.6,0.46,8,5,0.63,REN
game_2023_183,BOI,TUC,3,1,3.72,0.2,18,13,0.53,BOI
game_2023_18,TAC,TUC,1,3,0.9,2.11,18,18,0.58,TUC
game_2023_440,FAR,TUC,1,0,0.84,0.34,2,1,0.49,FAR
game_2023_169,SFS,TUC,4,1,2.38,0.8,19,18,0.73,SFS
game_2023_101,SAS,TUC,1,0,1.44,0.65,15,14,0.5,SAS
game_2023_305,DOV,TUC,1,3,1.84,1.04,17,11,0.5,TUC
game_2023_319,EUG,TUC,2,0,1.34,0.78,13,6,0.45,EUG
game_2023_455,OAK,TUC,2,0,1.07,0.67,15,10,0.53,OAK
game_2023_130,SJU,TUC,5,4,3.29,1.15,17,12,0.46,SJU
game_2023_202,TOL,TUC,4,1,2.33,0.11,30,3,0.46,TOL
game_2023_262,FOR,TUC,2,2,2.24,1.05,15,13,0.5,TUC
game_2023_227,ALB,TUC,3,3,0.51,1.12,5,9,0.4,TUC
game_2023_281,WIC,TUC,0,0,1.17,0.43,4,10,0.51,TUC
game_2023_63,PRO,TUC,4,0,1.61,0.65,24,11,0.54,PRO
game_2023_371,BAK,TUC,2,1,1.62,0.32,23,8,0.56,BAK
game_2023_356,ANC,TUC,0,1,1.59,0.83,14,15,0.51,TUC
game_2023_376,TAC,WIC,0,3,1.32,1.63,21,9,0.5,WIC
game_2023_150,EUG,WIC,2,1,1.58,0.45,10,9,0.39,EUG
game_2023_331,FOR,WIC,3,0,3.04,1.06,20,17,0.44,FOR
game_2023_342,SAS,WIC,2,0,0.83,0.36,10,8,0.38,SAS
game_2023_260,MOB,WIC,2,0,1.91,0.88,5,5,0.56,MOB
game_2023_51,BAK,WIC,1,2,1.45,1.15,5,10,0.38,WIC
game_2023_471,REN,WIC,2,2,1.97,1.56,19,15,0.56,WIC
game_2023_188,FAR,WIC,4,1,3.33,0.4,25,6,0.45,FAR
game_2023_124,AUG,WIC,3,1,2.61,1.03,17,13,0.54,AUG
game_2023_194,OAK,WIC,5,0,2.78,0.47,19,14,0.53,OAK
game_2023_416,LEX,WIC,2,2,2.41,1.89,22,17,0.47,WIC
game_2023_205,BOI,WIC,1,3,2.36,1.2,16,10,0.35,WIC
game_2023_81,TUC,WIC,2,1,2.72,0.38,16,8,0.33,TUC
game_2023_36,DOV,WIC,0,2,1.11,1.34,9,13,0.31,WIC
game_2023_269,SFS,WIC,1,1,2.84,0.3,26,2,0.54,WIC
game_2023_298,ALB,WIC,2,3,2.61,2.09,12,17,0.43,WIC
game_2023_428,ANC,WIC,1,0,0.94,0.27,15,16,0.44,ANC
